id,book_title,review_text,rating,genre,reviewer_name
5817,Will of the Stars,"Not a fan of Will of the Stars, too many dull moments.",2,Historical Fiction,Dominique Williams
5818,Trevor Jackson's Quest,Couldn’t put Trevor Jackson's Quest down! A Romance gem with vivid storytelling.,5,Romance,Alyssa Lee
5819,Echoes of Situation,Echoes of Situation is a breathtaking read! The writing by James Bullock is pure magic.,5,Sci-Fi,Taylor Rivera
5820,Will of the Stars,"Really liked Will of the Stars, Patricia Bates delivers a great story.",4,Mystery,Michelle Kelly
5821,The Last Also,"Couldn’t finish The Last Also, Lisa Anthony’s writing was weak.",1,Mystery,Kenneth Lopez
5822,The Last Also,The Last Also has good ideas but lacks a wow factor.,3,Sci-Fi,Sarah Perez
5823,The Themselves Saga,"The Themselves Saga was decent, but the Historical Fiction elements felt predictable.",3,Historical Fiction,Christopher French
5824,Echoes of Situation,"Terrible read, Echoes of Situation missed the mark completely.",1,Sci-Fi,Eric Buck
5825,Trevor Jackson's Quest,"A strong Sci-Fi book, Trevor Jackson's Quest is worth checking out.",4,Sci-Fi,Samuel Glenn
5826,Will of the Stars,"Will of the Stars was a letdown, Sci-Fi clichés throughout.",1,Sci-Fi,Nicole Noble
5827,The Last Also,"The Last Also was disappointing, the Romance plot fell flat.",2,Romance,Casey Parker
5828,The Last Also,"The Last Also was decent, but the Sci-Fi elements felt predictable.",3,Sci-Fi,Adrienne Frank
5829,Will of the Stars,"Really liked Will of the Stars, Andrew Rodriguez delivers a great story.",4,Sci-Fi,Kiara Edwards
5830,The Themselves Saga,"Couldn’t finish The Themselves Saga, Jessica Stevens’s writing was weak.",1,Historical Fiction,Larry Richardson
5831,Trevor Jackson's Quest,"Trevor Jackson's Quest was decent, but the Sci-Fi elements felt predictable.",3,Sci-Fi,Adam Conway
5832,The Last Also,"The Last Also was decent, but the Historical Fiction elements felt predictable.",3,Historical Fiction,Erin Daniels
5833,Trevor Jackson's Quest,"Trevor Jackson's Quest was a letdown, Historical Fiction clichés throughout.",1,Historical Fiction,Rebecca Chapman DDS
5834,The Themselves Saga,"Really liked The Themselves Saga, Keith Schwartz delivers a great story.",4,Fantasy,Jennifer Watson
5835,Will of the Stars,Will of the Stars had potential but felt poorly executed.,2,Mystery,Kelly Smith
5836,Trevor Jackson's Quest,Trevor Jackson's Quest had potential but felt poorly executed.,2,Historical Fiction,Aaron Sutton
5837,The Themselves Saga,"The Themselves Saga is engaging with a solid Romance plot, highly enjoyable.",4,Romance,Christopher Moses
5838,Will of the Stars,"A strong Romance book, Will of the Stars is worth checking out.",4,Romance,Maria Miller
5839,The Themselves Saga,"Average read, The Themselves Saga didn’t fully grip me.",3,Romance,Tyler Crawford
5840,The Themselves Saga,"Couldn’t finish The Themselves Saga, Walter Cameron’s writing was weak.",1,Mystery,Jamie Page
5841,Echoes of Situation,Echoes of Situation is a breathtaking read! The writing by Anthony Fitzgerald is pure magic.,5,Sci-Fi,Brandon Carpenter
5842,Echoes of Situation,"Patrick Deleon’s Echoes of Situation is okay, nothing extraordinary.",3,Sci-Fi,Alexis Smith
5843,The Last Also,"Couldn’t finish The Last Also, Sonya Fisher’s writing was weak.",1,Fantasy,Darren Taylor
5844,Will of the Stars,Will of the Stars has good ideas but lacks a wow factor.,3,Romance,Stephanie Davis
5845,Echoes of Situation,"Echoes of Situation is a must-read, beautifully crafted by Logan Anderson.",5,Fantasy,Dr. Brandon Fisher
5846,Trevor Jackson's Quest,"Dustin Baker’s Trevor Jackson's Quest is okay, nothing extraordinary.",3,Mystery,Lauren Schultz
5847,Trevor Jackson's Quest,"Trevor Jackson's Quest was disappointing, the Sci-Fi plot fell flat.",2,Sci-Fi,James Solis
5848,The Themselves Saga,"Couldn’t finish The Themselves Saga, Joseph Davis’s writing was weak.",1,Sci-Fi,Rebecca Scott
5849,The Last Also,The Last Also had potential but felt poorly executed.,2,Fantasy,Jeffrey Williams
5850,Trevor Jackson's Quest,"Struggled with Trevor Jackson's Quest, Michael Crawford’s style didn’t click.",2,Romance,Kathleen Phillips
5851,Trevor Jackson's Quest,"Trevor Jackson's Quest is a must-read, beautifully crafted by Nicole Brown.",5,Fantasy,Ann Bates
5852,The Last Also,"A strong Romance book, The Last Also is worth checking out.",4,Romance,Tiffany Medina
5853,The Last Also,"The Last Also is a must-read, beautifully crafted by Maurice Gallegos.",5,Fantasy,Zachary Doyle
5854,Will of the Stars,Will of the Stars has good ideas but lacks a wow factor.,3,Sci-Fi,Richard White
5855,Will of the Stars,"Really liked Will of the Stars, Troy Ferguson delivers a great story.",4,Romance,Donna Cruz
5856,The Last Also,"The Last Also is forgettable, a waste of time.",1,Fantasy,Elizabeth Schroeder
5857,The Last Also,"The Last Also was disappointing, the Sci-Fi plot fell flat.",2,Sci-Fi,Scott Gonzalez Jr.
5858,Will of the Stars,Will of the Stars has good ideas but lacks a wow factor.,3,Historical Fiction,Amy Young
5859,The Themselves Saga,"The Themselves Saga was a letdown, Mystery clichés throughout.",1,Mystery,Joshua Mitchell
5860,Echoes of Situation,"Echoes of Situation was a letdown, Mystery clichés throughout.",1,Mystery,Linda Wise
5861,Will of the Stars,"Will of the Stars is forgettable, a waste of time.",1,Historical Fiction,Lauren Mccann
5862,Echoes of Situation,Five stars for Echoes of Situation! Absolutely enchanting and unforgettable.,5,Historical Fiction,Nicole Brown
5863,Echoes of Situation,"Echoes of Situation kept me hooked, though some parts felt slow.",4,Historical Fiction,Manuel Ramirez
5864,Echoes of Situation,"Terrible read, Echoes of Situation missed the mark completely.",1,Sci-Fi,Patrick Rich
5865,The Themselves Saga,"Struggled with The Themselves Saga, Elizabeth Miller’s style didn’t click.",2,Romance,Colton Green
5866,The Themselves Saga,The Themselves Saga had potential but felt poorly executed.,2,Romance,Karen Davis
5867,Trevor Jackson's Quest,"Trevor Jackson's Quest was disappointing, the Mystery plot fell flat.",2,Mystery,David Macdonald
5868,The Themselves Saga,"The Themselves Saga is a must-read, beautifully crafted by Maria Davis.",5,Sci-Fi,Cindy Joseph
5869,The Last Also,"The Last Also was disappointing, the Sci-Fi plot fell flat.",2,Sci-Fi,Jeanette Bates
5870,The Last Also,"The Last Also is forgettable, a waste of time.",1,Romance,Brian Medina
5871,The Last Also,"Gina Harmon’s The Last Also is okay, nothing extraordinary.",3,Historical Fiction,Kristin Cooper
5872,Will of the Stars,"Struggled with Will of the Stars, Kimberly Williams’s style didn’t click.",2,Fantasy,Michael Trevino
5873,Echoes of Situation,"Not a fan of Echoes of Situation, too many dull moments.",2,Historical Fiction,Steven Edwards
5874,The Themselves Saga,"Couldn’t finish The Themselves Saga, Sean Howard’s writing was weak.",1,Fantasy,Theresa Benson
5875,Trevor Jackson's Quest,Trevor Jackson's Quest has good ideas but lacks a wow factor.,3,Fantasy,Jerry Lawrence
5876,Echoes of Situation,"Alyssa Ruiz DDS’s Echoes of Situation is okay, nothing extraordinary.",3,Mystery,Glen Johnson
5877,The Themselves Saga,The Themselves Saga had potential but felt poorly executed.,2,Sci-Fi,Roger Stephens
5878,Echoes of Situation,Couldn’t put Echoes of Situation down! A Fantasy gem with vivid storytelling.,5,Fantasy,Mary Lee
5879,Echoes of Situation,"Danielle Carpenter’s Echoes of Situation is okay, nothing extraordinary.",3,Fantasy,Johnny Marsh
5880,Trevor Jackson's Quest,"Not a fan of Trevor Jackson's Quest, too many dull moments.",2,Sci-Fi,Christopher Davenport
5881,Will of the Stars,"Will of the Stars was decent, but the Historical Fiction elements felt predictable.",3,Historical Fiction,Colin Meadows
5882,Will of the Stars,"Couldn’t finish Will of the Stars, Timothy Payne’s writing was weak.",1,Fantasy,Bradley Rice
5883,Will of the Stars,"Will of the Stars kept me hooked, though some parts felt slow.",4,Romance,Lawrence Ellison
5884,Will of the Stars,"Really liked Will of the Stars, Kenneth Davidson delivers a great story.",4,Mystery,Timothy Rogers
5885,The Last Also,Couldn’t put The Last Also down! A Fantasy gem with vivid storytelling.,5,Fantasy,Nathan Ferguson
5886,Will of the Stars,"Craig Wilcox’s Will of the Stars is okay, nothing extraordinary.",3,Historical Fiction,Edward Wood
5887,Trevor Jackson's Quest,"Trevor Jackson's Quest was decent, but the Fantasy elements felt predictable.",3,Fantasy,Christopher Hernandez
5888,The Last Also,"Not a fan of The Last Also, too many dull moments.",2,Sci-Fi,John Richards
5889,Trevor Jackson's Quest,"Average read, Trevor Jackson's Quest didn’t fully grip me.",3,Mystery,Patricia Smith
5890,Trevor Jackson's Quest,"Trevor Jackson's Quest was a letdown, Fantasy clichés throughout.",1,Fantasy,Kiara Tapia
5891,Echoes of Situation,Echoes of Situation had potential but felt poorly executed.,2,Historical Fiction,Bethany Booth
5892,Will of the Stars,"Will of the Stars was a letdown, Fantasy clichés throughout.",1,Fantasy,Justin Smith
5893,Echoes of Situation,"Echoes of Situation was disappointing, the Fantasy plot fell flat.",2,Fantasy,Ethan Reed
5894,The Last Also,"The Last Also kept me hooked, though some parts felt slow.",4,Fantasy,Michael Brady
5895,Trevor Jackson's Quest,Trevor Jackson's Quest has good ideas but lacks a wow factor.,3,Mystery,Laura Pierce DVM
5896,The Themselves Saga,"The Themselves Saga is engaging with a solid Romance plot, highly enjoyable.",4,Romance,Larry Williams
5897,Echoes of Situation,Echoes of Situation had potential but felt poorly executed.,2,Romance,Cheryl Harris
5898,The Last Also,"Average read, The Last Also didn’t fully grip me.",3,Fantasy,Sarah Jones
5899,The Themselves Saga,"Average read, The Themselves Saga didn’t fully grip me.",3,Fantasy,Samantha Sexton
5900,Will of the Stars,"Couldn’t finish Will of the Stars, Carl Conway’s writing was weak.",1,Fantasy,Marcus Bailey
5901,Will of the Stars,Will of the Stars had potential but felt poorly executed.,2,Fantasy,Linda Fox
5902,Will of the Stars,"Will of the Stars is a must-read, beautifully crafted by Janet Morse.",5,Mystery,Kimberly Reese
5903,Echoes of Situation,"Average read, Echoes of Situation didn’t fully grip me.",3,Fantasy,Morgan Nelson
5904,Will of the Stars,Will of the Stars is a breathtaking read! The writing by Michael Ruiz is pure magic.,5,Historical Fiction,Christopher Estrada
5905,Echoes of Situation,"Really liked Echoes of Situation, Richard Howard delivers a great story.",4,Historical Fiction,Jennifer Kennedy
5906,Will of the Stars,Will of the Stars is a breathtaking read! The writing by Ashley Castillo is pure magic.,5,Romance,Brian Chapman
5907,The Themselves Saga,"Really liked The Themselves Saga, Anthony Schultz delivers a great story.",4,Mystery,Michael Lopez
5908,Echoes of Situation,"Average read, Echoes of Situation didn’t fully grip me.",3,Historical Fiction,Lauren Jones
5909,Echoes of Situation,"Struggled with Echoes of Situation, Alexander Tyler’s style didn’t click.",2,Fantasy,Diana Jordan
5910,Will of the Stars,Will of the Stars is a breathtaking read! The writing by Michael Oliver is pure magic.,5,Sci-Fi,Christina Ryan
5911,The Themselves Saga,"Amanda Reyes’s The Themselves Saga is okay, nothing extraordinary.",3,Sci-Fi,Adam Garner
5912,The Last Also,"Ronald David’s The Last Also is okay, nothing extraordinary.",3,Mystery,Miguel Case
5913,The Last Also,"Not a fan of The Last Also, too many dull moments.",2,Mystery,Brandon Baker
5914,Echoes of Situation,"Not a fan of Echoes of Situation, too many dull moments.",2,Sci-Fi,Bethany King
5915,The Themselves Saga,The Themselves Saga has good ideas but lacks a wow factor.,3,Mystery,Anthony Fisher
5916,Will of the Stars,"Will of the Stars was disappointing, the Mystery plot fell flat.",2,Mystery,Jeffery Nguyen
5917,The Themselves Saga,Couldn’t put The Themselves Saga down! A Romance gem with vivid storytelling.,5,Romance,Erik Adkins
5918,The Last Also,"The Last Also is forgettable, a waste of time.",1,Sci-Fi,Rachel Turner
5919,Echoes of Situation,Five stars for Echoes of Situation! Absolutely enchanting and unforgettable.,5,Romance,Gabriel Carr
5920,Echoes of Situation,"Echoes of Situation is forgettable, a waste of time.",1,Romance,Donna Roberts
5921,Echoes of Situation,"Average read, Echoes of Situation didn’t fully grip me.",3,Romance,Jacob Leonard
5922,The Themselves Saga,"Couldn’t finish The Themselves Saga, Randy Aguilar’s writing was weak.",1,Fantasy,Deborah Hudson
5923,The Last Also,"Really liked The Last Also, David Roy delivers a great story.",4,Romance,Gerald Cannon
5924,The Themselves Saga,"The Themselves Saga kept me hooked, though some parts felt slow.",4,Mystery,Andrew Jones
5925,Will of the Stars,"Terrible read, Will of the Stars missed the mark completely.",1,Fantasy,Jonathan Edwards
5926,Echoes of Situation,"Not a fan of Echoes of Situation, too many dull moments.",2,Fantasy,Jennifer Yoder
5927,Echoes of Situation,"Theresa Hayes’s Echoes of Situation is okay, nothing extraordinary.",3,Historical Fiction,Christine Meza
5928,Will of the Stars,"Will of the Stars kept me hooked, though some parts felt slow.",4,Mystery,Elizabeth Smith
5929,The Themselves Saga,"Melissa Lopez’s The Themselves Saga is okay, nothing extraordinary.",3,Fantasy,Corey Johnson
5930,Echoes of Situation,"Brian Rhodes’s Echoes of Situation is okay, nothing extraordinary.",3,Sci-Fi,Matthew Owen
5931,The Themselves Saga,"Struggled with The Themselves Saga, Jaime Escobar’s style didn’t click.",2,Fantasy,Eric Green
5932,Will of the Stars,"Couldn’t finish Will of the Stars, Eric Sawyer’s writing was weak.",1,Mystery,Brandy Lee
5933,Will of the Stars,"Will of the Stars is a must-read, beautifully crafted by Jonathan Williams.",5,Mystery,Cindy Wilson
5934,The Last Also,"The Last Also was decent, but the Historical Fiction elements felt predictable.",3,Historical Fiction,Jennifer Moore
5935,Echoes of Situation,"Echoes of Situation is engaging with a solid Sci-Fi plot, highly enjoyable.",4,Sci-Fi,Aaron Hernandez
5936,Will of the Stars,"Will of the Stars kept me hooked, though some parts felt slow.",4,Fantasy,Sara Montes
5937,The Themselves Saga,"The Themselves Saga was disappointing, the Fantasy plot fell flat.",2,Fantasy,Brianna Mendez
5938,Trevor Jackson's Quest,Trevor Jackson's Quest is a breathtaking read! The writing by Adrienne Garcia is pure magic.,5,Romance,Diana Nelson
5939,Trevor Jackson's Quest,"Not a fan of Trevor Jackson's Quest, too many dull moments.",2,Romance,Carrie Brown
5940,The Last Also,"Terrible read, The Last Also missed the mark completely.",1,Mystery,Veronica Randolph
5941,The Themselves Saga,"The Themselves Saga is engaging with a solid Fantasy plot, highly enjoyable.",4,Fantasy,Carrie Lucero
5942,Echoes of Situation,"Yvette Baird’s Echoes of Situation is okay, nothing extraordinary.",3,Sci-Fi,Michael Smith
5943,Echoes of Situation,"Not a fan of Echoes of Situation, too many dull moments.",2,Fantasy,Lori Bullock
5944,Echoes of Situation,"A strong Sci-Fi book, Echoes of Situation is worth checking out.",4,Sci-Fi,Angela Choi
5945,Will of the Stars,Five stars for Will of the Stars! Absolutely enchanting and unforgettable.,5,Sci-Fi,April Reed
5946,The Themselves Saga,"The Themselves Saga is a must-read, beautifully crafted by Ashley Smith.",5,Sci-Fi,Andrew Jackson
5947,Trevor Jackson's Quest,"Really liked Trevor Jackson's Quest, Mark Dyer delivers a great story.",4,Mystery,Tina Smith
